rank,ime,drzava,rating,letnik
19,"Gelfand, Boris",ISR,2741,1968
20,"Radjabov, Teimour",AZE,2738,1987
21,"Harikrishna, P.",IND,2737,1986
22,"Mamedyarov, Shakhriyar",AZE,2736,1985
23,"Wei, Yi",CHN,2734,1999
24,"Dominguez Perez, Leinier",CUB,2732,1983
25,"Navara, David",CZE,2728,1985
26,"Svidler, Peter",RUS,2727,1976
27,"Ivanchuk, Vassily",UKR,2726,1969
28,"Vitiugov, Nikita",RUS,2725,1987
29,"Wang, Yue",CHN,2724,1987
30,"Yu, Yangyi",CHN,2721,1994
31,"Andreikin, Dmitry",RUS,2720,1990
32,"Eljanov, Pavel",UKR,2717,1983
33,"Shirov, Alexei",LAT,2712,1972
34,"Wang, Hao",CHN,2712,1989
35,"Morozevich, Alexander",RUS,2711,1977
36,"Kryvoruchko, Yuriy",UKR,2710,1986
37,"Ponomariov, Ruslan",UKR,2710,1983
38,"Bu, Xiangzhi",CHN,2710,1985
39,"Leko, Peter",HUN,2707,1979
40,"Howell, David W L",ENG,2705,1990
41,"Nepomniachtchi, Ian",RUS,2705,1990
42,"Ni, Hua",CHN,2704,1983
43,"Kasimdzhanov, Rustam",UZB,2704,1979
44,"Fressinet, Laurent",FRA,2702,1981
45,"Rublevsky, Sergei",RUS,2702,1974
46,"Korobov, Anton",UKR,2700,1985
47,"Almasi, Zoltan",HUN,2700,1976
48,"Kovalenko, Igor",LAT,2699,1988
49,"Le, Quang Liem",VIE,2697,1991
50,"Ragger, Markus",AUT,2695,1988
51,"Malakhov, Vladimir",RUS,2694,1980
52,"Moiseenko, Alexander",UKR,2692,1980
53,"Bacrot, Etienne",FRA,2692,1983
54,"Kamsky, Gata",USA,2691,1974
55,"Vallejo Pons, Francisco",ESP,2689,1982
56,"Matlakov, Maxim",RUS,2689,1991
57,"Naiditsch, Arkadij",AZE,2684,1985
58,"Hammer, Jon Ludvig",NOR,2683,1990
59,"Cheparinov, Ivan",BUL,2681,1986
60,"Robson, Ray",USA,2680,1994
61,"Sargissian, Gabriel",ARM,2679,1983
62,"Nisipeanu, Liviu-Dieter",GER,2678,1976
63,"Saric, Ivan",CRO,2678,1990
64,"Short, Nigel D",ENG,2678,1965
65,"Laznicka, Viktor",CZE,2676,1988
66,"Artemiev, Vladislav",RUS,2675,1998
67,"Adhiban, B.",IND,2674,1992
68,"McShane, Luke J",ENG,2674,1984
69,"Rodshtein, Maxim",ISR,2673,1989
70,"Lysyj, Igor",RUS,2671,1987
71,"Jobava, Baadur",GEO,2671,1983
72,"Hou, Yifan",CHN,2671,1994
73,"Bareev, Evgeny",CAN,2669,1966
74,"Granda Zuniga, Julio E",PER,2667,1967
75,"Negi, Parimarjan",IND,2664,1993
76,"Sjugirov, Sanan",RUS,2664,1993
77,"Onischuk, Alexander",USA,2662,1975
78,"Dubov, Daniil",RUS,2661,1996
79,"Popov, Ivan",RUS,2661,1990
80,"Areshchenko, Alexander",UKR,2661,1986
81,"Gharamian, Tigran",FRA,2660,1984
82,"Zvjaginsev, Vadim",RUS,2660,1976
83,"Inarkiev, Ernesto",RUS,2660,1985
84,"Balogh, Csaba",HUN,2659,1987
85,"Bruzon Batista, Lazaro",CUB,2659,1982
86,"Fedoseev, Vladimir",RUS,2659,1995
87,"Sadler, Matthew D",ENG,2659,1974
88,"Ivanisevic, Ivan",SRB,2658,1977
89,"Movsesian, Sergei",ARM,2658,1978
90,"Tkachiev, Vladislav",FRA,2658,1973
91,"Najer, Evgeniy",RUS,2658,1977
92,"Safarli, Eltaj",AZE,2657,1992
93,"Bukavshin, Ivan",RUS,2657,1995
94,"Mamedov, Rauf",AZE,2657,1988
95,"Zhigalko, Sergei",BLR,2656,1989
96,"Meier, Georg",GER,2656,1987
97,"Shankland, Samuel L",USA,2656,1991
98,"Smirin, Ilia",ISR,2655,1968
99,"Nielsen, Peter Heine",DEN,2655,1973
100,"Postny, Evgeny",ISR,2653,1981
1,"Carlsen, Magnus",NOR,2850,1990
2,"Nakamura, Hikaru",USA,2816,1987
3,"Topalov, Veselin",BUL,2813,1975
4,"Anand, Viswanathan",IND,2803,1969
5,"Giri, Anish",NED,2798,1994
6,"Caruana, Fabiano",USA,2796,1992
7,"Aronian, Levon",ARM,2784,1982
8,"Ding, Liren",CHN,2782,1992
9,"Kramnik, Vladimir",RUS,2777,1975
10,"Grischuk, Alexander",RUS,2774,1983
11,"Karjakin, Sergey",RUS,2762,1990
12,"So, Wesley",USA,2760,1993
13,"Vachier-Lagrave, Maxime",FRA,2758,1990
14,"Tomashevsky, Evgeny",RUS,2758,1987
15,"Li, Chao b",CHN,2750,1989
16,"Jakovenko, Dmitry",RUS,2748,1983
17,"Adams, Michael",ENG,2742,1971
18,"Gelfand, Boris",ISR,2741,1968
19,"Radjabov, Teimour",AZE,2738,1987
20,"Harikrishna, P.",IND,2737,1986
21,"Mamedyarov, Shakhriyar",AZE,2736,1985
22,"Navara, David",CZE,2734,1985
23,"Wojtaszek, Radoslaw",POL,2734,1987
24,"Wei, Yi",CHN,2734,1999
25,"Dominguez Perez, Leinier",CUB,2732,1983
26,"Svidler, Peter",RUS,2727,1976
27,"Ivanchuk, Vassily",UKR,2726,1969
28,"Vitiugov, Nikita",RUS,2725,1987
29,"Wang, Yue",CHN,2724,1987
30,"Yu, Yangyi",CHN,2721,1994
31,"Andreikin, Dmitry",RUS,2720,1990
32,"Eljanov, Pavel",UKR,2717,1983
33,"Shirov, Alexei",LAT,2715,1972
34,"Wang, Hao",CHN,2712,1989
35,"Morozevich, Alexander",RUS,2711,1977
36,"Kryvoruchko, Yuriy",UKR,2710,1986
37,"Bu, Xiangzhi",CHN,2710,1985
38,"Ponomariov, Ruslan",UKR,2710,1983
39,"Leko, Peter",HUN,2707,1979
40,"Howell, David W L",ENG,2705,1990
41,"Nepomniachtchi, Ian",RUS,2705,1990
42,"Kasimdzhanov, Rustam",UZB,2704,1979
43,"Ni, Hua",CHN,2704,1983
44,"Fressinet, Laurent",FRA,2702,1981
45,"Rublevsky, Sergei",RUS,2702,1974
46,"Kovalenko, Igor",LAT,2700,1988
47,"Korobov, Anton",UKR,2700,1985
48,"Ragger, Markus",AUT,2698,1988
49,"Bacrot, Etienne",FRA,2697,1983
50,"Le, Quang Liem",VIE,2697,1991
51,"Malakhov, Vladimir",RUS,2694,1980
52,"Moiseenko, Alexander",UKR,2692,1980
53,"Almasi, Zoltan",HUN,2689,1976
54,"Matlakov, Maxim",RUS,2689,1991
55,"Vallejo Pons, Francisco",ESP,2684,1982
56,"Jobava, Baadur",GEO,2683,1983
57,"Naiditsch, Arkadij",AZE,2682,1985
58,"Cheparinov, Ivan",BUL,2681,1986
59,"Kamsky, Gata",USA,2680,1974
60,"Hammer, Jon Ludvig",NOR,2680,1990
61,"Robson, Ray",USA,2680,1994
62,"Sargissian, Gabriel",ARM,2679,1983
63,"Nisipeanu, Liviu-Dieter",GER,2678,1976
64,"Saric, Ivan",CRO,2678,1990
65,"Short, Nigel D",ENG,2678,1965
66,"Laznicka, Viktor",CZE,2676,1988
67,"Artemiev, Vladislav",RUS,2675,1998
68,"Adhiban, B.",IND,2674,1992
69,"McShane, Luke J",ENG,2674,1984
70,"Rodshtein, Maxim",ISR,2673,1989
71,"Areshchenko, Alexander",UKR,2672,1986
72,"Hou, Yifan",CHN,2671,1994
73,"Lysyj, Igor",RUS,2671,1987
74,"Bareev, Evgeny",CAN,2669,1966
75,"Granda Zuniga, Julio E",PER,2667,1967
76,"Negi, Parimarjan",IND,2664,1993
77,"Rapport, Richard",HUN,2663,1996
78,"Onischuk, Alexander",USA,2662,1975
79,"Dubov, Daniil",RUS,2661,1996
80,"Popov, Ivan",RUS,2661,1990
81,"Inarkiev, Ernesto",RUS,2660,1985
82,"Zvjaginsev, Vadim",RUS,2660,1976
83,"Bruzon Batista, Lazaro",CUB,2659,1982
84,"Fedoseev, Vladimir",RUS,2659,1995
85,"Sadler, Matthew D",ENG,2659,1974
86,"Duda, Jan-Krzysztof",POL,2658,1998
87,"Postny, Evgeny",ISR,2658,1981
88,"Movsesian, Sergei",ARM,2658,1978
89,"Najer, Evgeniy",RUS,2658,1977
90,"Tkachiev, Vladislav",FRA,2658,1973
91,"Sjugirov, Sanan",RUS,2657,1993
92,"Balogh, Csaba",HUN,2657,1987
93,"Bukavshin, Ivan",RUS,2657,1995
94,"Mamedov, Rauf",AZE,2657,1988
95,"Safarli, Eltaj",AZE,2657,1992
96,"Zhigalko, Sergei",BLR,2656,1989
97,"Smirin, Ilia",ISR,2655,1968
98,"Gajewski, Grzegorz",POL,2654,1985
99,"Gharamian, Tigran",FRA,2654,1984
100,"Meier, Georg",GER,2654,1987
101,"Nielsen, Peter Heine",DEN,2654,1973
1,"Carlsen, Magnus",NOR,2850,1990
2,"Topalov, Veselin",BUL,2803,1975
3,"Anand, Viswanathan",IND,2803,1969
4,"Kramnik, Vladimir",RUS,2796,1975
5,"Nakamura, Hikaru",USA,2793,1987
6,"Caruana, Fabiano",USA,2787,1992
7,"Aronian, Levon",ARM,2781,1982
8,"Ding, Liren",CHN,2781,1992
9,"Giri, Anish",NED,2778,1994
10,"So, Wesley",USA,2767,1993
11,"Karjakin, Sergey",RUS,2766,1990
12,"Vachier-Lagrave, Maxime",FRA,2765,1990
13,"Eljanov, Pavel",UKR,2753,1983
14,"Grischuk, Alexander",RUS,2750,1983
15,"Li, Chao b",CHN,2750,1989
16,"Wojtaszek, Radoslaw",POL,2748,1987
17,"Svidler, Peter",RUS,2745,1976
18,"Adams, Michael",ENG,2744,1971
19,"Harikrishna, P.",IND,2743,1986
20,"Mamedyarov, Shakhriyar",AZE,2743,1985
21,"Tomashevsky, Evgeny",RUS,2743,1987
22,"Radjabov, Teimour",AZE,2739,1987
23,"Wei, Yi",CHN,2737,1999
24,"Jakovenko, Dmitry",RUS,2735,1983
25,"Yu, Yangyi",CHN,2734,1994
26,"Andreikin, Dmitry",RUS,2732,1990
27,"Dominguez Perez, Leinier",CUB,2732,1983
28,"Gelfand, Boris",ISR,2731,1968
29,"Navara, David",CZE,2730,1985
30,"Wang, Yue",CHN,2729,1987
31,"Vitiugov, Nikita",RUS,2724,1987
32,"Ivanchuk, Vassily",UKR,2720,1969
33,"Le, Quang Liem",VIE,2718,1991
34,"Kryvoruchko, Yuriy",UKR,2717,1986
35,"Fressinet, Laurent",FRA,2712,1981
36,"Bu, Xiangzhi",CHN,2710,1985
37,"Ponomariov, Ruslan",UKR,2710,1983
38,"Korobov, Anton",UKR,2709,1985
39,"Leko, Peter",HUN,2708,1979
40,"Nepomniachtchi, Ian",RUS,2705,1990
41,"Kasimdzhanov, Rustam",UZB,2702,1979
42,"Wang, Hao",CHN,2700,1989
43,"Ni, Hua",CHN,2696,1983
44,"Morozevich, Alexander",RUS,2695,1977
45,"Kovalenko, Igor",LAT,2694,1988
46,"Rapport, Richard",HUN,2693,1996
47,"Howell, David W L",ENG,2693,1990
48,"Malakhov, Vladimir",RUS,2693,1980
49,"Rublevsky, Sergei",RUS,2692,1974
50,"Naiditsch, Arkadij",AZE,2689,1985
51,"Shirov, Alexei",LAT,2689,1972
52,"Sargissian, Gabriel",ARM,2689,1983
53,"Moiseenko, Alexander",UKR,2689,1980
54,"Almasi, Zoltan",HUN,2689,1976
55,"Ragger, Markus",AUT,2688,1988
56,"McShane, Luke J",ENG,2687,1984
57,"Short, Nigel D",ENG,2686,1965
58,"Bacrot, Etienne",FRA,2686,1983
59,"Matlakov, Maxim",RUS,2684,1991
60,"Vallejo Pons, Francisco",ESP,2684,1982
61,"Hou, Yifan",CHN,2683,1994
62,"Nisipeanu, Liviu-Dieter",GER,2683,1976
63,"Areshchenko, Alexander",UKR,2682,1986
64,"Cheparinov, Ivan",BUL,2682,1986
65,"Hammer, Jon Ludvig",NOR,2682,1990
66,"Kamsky, Gata",USA,2681,1974
67,"Granda Zuniga, Julio E",PER,2678,1967
68,"Rodshtein, Maxim",ISR,2677,1989
69,"Artemiev, Vladislav",RUS,2676,1998
70,"Bareev, Evgeny",CAN,2675,1966
71,"Najer, Evgeniy",RUS,2674,1977
72,"Postny, Evgeny",ISR,2672,1981
73,"Adhiban, B.",IND,2669,1992
74,"Inarkiev, Ernesto",RUS,2668,1985
75,"Jobava, Baadur",GEO,2668,1983
76,"Movsesian, Sergei",ARM,2666,1978
77,"Laznicka, Viktor",CZE,2665,1988
78,"Fedoseev, Vladimir",RUS,2664,1995
79,"Onischuk, Alexander",USA,2664,1975
80,"Negi, Parimarjan",IND,2664,1993
81,"Ivanisevic, Ivan",SRB,2662,1977
82,"Zvjaginsev, Vadim",RUS,2662,1976
83,"Lysyj, Igor",RUS,2660,1987
84,"Robson, Ray",USA,2659,1994
85,"Sadler, Matthew D",ENG,2659,1974
86,"Smirin, Ilia",ISR,2658,1968
87,"Duda, Jan-Krzysztof",POL,2658,1998
88,"Tkachiev, Vladislav",FRA,2658,1973
89,"Amin, Bassem",EGY,2657,1988
90,"Safarli, Eltaj",AZE,2657,1992
91,"Bruzon Batista, Lazaro",CUB,2657,1982
92,"Bukavshin, Ivan",RUS,2657,1995
93,"Dubov, Daniil",RUS,2655,1996
94,"Zhigalko, Sergei",BLR,2655,1989
95,"Khismatullin, Denis",RUS,2654,1984
96,"Meier, Georg",GER,2654,1987
97,"Gharamian, Tigran",FRA,2654,1984
98,"Nielsen, Peter Heine",DEN,2654,1973
99,"Mamedov, Rauf",AZE,2653,1988
100,"Motylev, Alexander",RUS,2653,1979
1,"Carlsen, Magnus",NOR,2834,1990
2,"Topalov, Veselin",BUL,2803,1975
3,"Anand, Viswanathan",IND,2796,1969
4,"Kramnik, Vladimir",RUS,2796,1975
5,"Nakamura, Hikaru",USA,2793,1987
6,"Aronian, Levon",ARM,2788,1982
7,"Caruana, Fabiano",USA,2787,1992
8,"Giri, Anish",NED,2784,1994
9,"Ding, Liren",CHN,2776,1992
10,"So, Wesley",USA,2775,1993
11,"Vachier-Lagrave, Maxime",FRA,2773,1990
12,"Karjakin, Sergey",RUS,2766,1990
13,"Eljanov, Pavel",UKR,2763,1983
14,"Svidler, Peter",RUS,2751,1976
15,"Li, Chao b",CHN,2750,1989
16,"Mamedyarov, Shakhriyar",AZE,2748,1985
17,"Grischuk, Alexander",RUS,2747,1983
18,"Tomashevsky, Evgeny",RUS,2744,1987
19,"Harikrishna, P.",IND,2743,1986
20,"Adams, Michael",ENG,2737,1971
21,"Jakovenko, Dmitry",RUS,2737,1983
22,"Yu, Yangyi",CHN,2736,1994
23,"Andreikin, Dmitry",RUS,2732,1990
24,"Dominguez Perez, Leinier",CUB,2732,1983
25,"Gelfand, Boris",ISR,2731,1968
26,"Navara, David",CZE,2730,1985
27,"Wei, Yi",CHN,2730,1999
28,"Radjabov, Teimour",AZE,2726,1987
29,"Wang, Yue",CHN,2724,1987
30,"Vitiugov, Nikita",RUS,2724,1987
31,"Wojtaszek, Radoslaw",POL,2723,1987
32,"Le, Quang Liem",VIE,2718,1991
33,"Rapport, Richard",HUN,2715,1996
34,"Korobov, Anton",UKR,2713,1985
35,"Bu, Xiangzhi",CHN,2712,1985
36,"Kryvoruchko, Yuriy",UKR,2711,1986
37,"Ivanchuk, Vassily",UKR,2710,1969
38,"Ponomariov, Ruslan",UKR,2710,1983
39,"Fressinet, Laurent",FRA,2707,1981
40,"Nepomniachtchi, Ian",RUS,2707,1990
41,"Wang, Hao",CHN,2707,1989
42,"Leko, Peter",HUN,2705,1979
43,"Sargissian, Gabriel",ARM,2702,1983
44,"Kasimdzhanov, Rustam",UZB,2702,1979
45,"Naiditsch, Arkadij",AZE,2698,1985
46,"Hammer, Jon Ludvig",NOR,2695,1990
47,"Malakhov, Vladimir",RUS,2694,1980
48,"Ni, Hua",CHN,2693,1983
49,"Bacrot, Etienne",FRA,2692,1983
50,"Morozevich, Alexander",RUS,2692,1977
51,"Rublevsky, Sergei",RUS,2692,1974
52,"Almasi, Zoltan",HUN,2690,1976
53,"Moiseenko, Alexander",UKR,2689,1980
54,"Howell, David W L",ENG,2688,1990
55,"Ragger, Markus",AUT,2687,1988
56,"Granda Zuniga, Julio E",PER,2685,1967
57,"Short, Nigel D",ENG,2684,1965
58,"Matlakov, Maxim",RUS,2684,1991
59,"Hou, Yifan",CHN,2683,1994
60,"Cheparinov, Ivan",BUL,2682,1986
61,"Kovalenko, Igor",LAT,2680,1988
62,"Rodshtein, Maxim",ISR,2678,1989
63,"Areshchenko, Alexander",UKR,2677,1986
64,"Vallejo Pons, Francisco",ESP,2676,1982
65,"Shirov, Alexei",LAT,2676,1972
66,"Artemiev, Vladislav",RUS,2676,1998
67,"Nisipeanu, Liviu-Dieter",GER,2675,1976
68,"Bareev, Evgeny",CAN,2675,1966
69,"Najer, Evgeniy",RUS,2674,1977
70,"Jobava, Baadur",GEO,2673,1983
71,"Postny, Evgeny",ISR,2670,1981
72,"Kamsky, Gata",USA,2669,1974
73,"McShane, Luke J",ENG,2669,1984
74,"Adhiban, B.",IND,2669,1992
75,"Inarkiev, Ernesto",RUS,2668,1985
76,"Bruzon Batista, Lazaro",CUB,2666,1982
77,"Lysyj, Igor",RUS,2666,1987
78,"Amin, Bassem",EGY,2665,1988
79,"Fedoseev, Vladimir",RUS,2664,1995
80,"Negi, Parimarjan",IND,2664,1993
81,"Onischuk, Alexander",USA,2664,1975
82,"Duda, Jan-Krzysztof",POL,2663,1998
83,"Sadler, Matthew D",ENG,2662,1974
84,"Zvjaginsev, Vadim",RUS,2662,1976
85,"Tkachiev, Vladislav",FRA,2660,1973
86,"Meier, Georg",GER,2660,1987
87,"Ivanisevic, Ivan",SRB,2660,1977
88,"Movsesian, Sergei",ARM,2659,1978
89,"Robson, Ray",USA,2659,1994
90,"Smirin, Ilia",ISR,2658,1968
91,"Bukavshin, Ivan",RUS,2657,1995
92,"Laznicka, Viktor",CZE,2655,1988
93,"Dubov, Daniil",RUS,2655,1996
94,"Zhigalko, Sergei",BLR,2655,1989
95,"Melkumyan, Hrant",ARM,2654,1989
96,"Bologan, Viktor",MDA,2654,1971
97,"Saric, Ivan",CRO,2654,1990
98,"Gharamian, Tigran",FRA,2654,1984
99,"Khismatullin, Denis",RUS,2654,1984
100,"Safarli, Eltaj",AZE,2653,1992
101,"Motylev, Alexander",RUS,2653,1979
1,"Carlsen, Magnus",NOR,2844,1990
2,"Kramnik, Vladimir",RUS,2801,1975
3,"Giri, Anish",NED,2798,1994
4,"Aronian, Levon",ARM,2792,1982
5,"Caruana, Fabiano",USA,2787,1992
6,"Nakamura, Hikaru",USA,2787,1987
7,"Vachier-Lagrave, Maxime",FRA,2785,1990
8,"Anand, Viswanathan",IND,2784,1969
9,"Topalov, Veselin",BUL,2780,1975
10,"So, Wesley",USA,2773,1993
11,"Karjakin, Sergey",RUS,2769,1990
12,"Ding, Liren",CHN,2766,1992
13,"Eljanov, Pavel",UKR,2760,1983
14,"Harikrishna, P.",IND,2755,1986
15,"Grischuk, Alexander",RUS,2752,1983
16,"Li, Chao b",CHN,2751,1989
17,"Svidler, Peter",RUS,2751,1976
18,"Yu, Yangyi",CHN,2747,1994
19,"Mamedyarov, Shakhriyar",AZE,2747,1985
20,"Adams, Michael",ENG,2744,1971
21,"Gelfand, Boris",ISR,2735,1968
22,"Jakovenko, Dmitry",RUS,2732,1983
23,"Andreikin, Dmitry",RUS,2732,1990
24,"Dominguez Perez, Leinier",CUB,2732,1983
25,"Navara, David",CZE,2730,1985
26,"Tomashevsky, Evgeny",RUS,2728,1987
27,"Wojtaszek, Radoslaw",POL,2727,1987
28,"Radjabov, Teimour",AZE,2726,1987
29,"Bu, Xiangzhi",CHN,2724,1985
30,"Vitiugov, Nikita",RUS,2721,1987
31,"Rapport, Richard",HUN,2721,1996
32,"Wang, Yue",CHN,2718,1987
33,"Le, Quang Liem",VIE,2718,1991
34,"Ponomariov, Ruslan",UKR,2712,1983
35,"Korobov, Anton",UKR,2710,1985
36,"Ivanchuk, Vassily",UKR,2710,1969
37,"Wei, Yi",CHN,2706,1999
38,"Leko, Peter",HUN,2705,1979
39,"Nepomniachtchi, Ian",RUS,2704,1990
40,"Kasimdzhanov, Rustam",UZB,2702,1979
41,"Sargissian, Gabriel",ARM,2702,1983
42,"Fressinet, Laurent",FRA,2700,1981
43,"Ni, Hua",CHN,2697,1983
44,"Bacrot, Etienne",FRA,2697,1983
45,"Naiditsch, Arkadij",AZE,2696,1985
46,"Kryvoruchko, Yuriy",UKR,2695,1986
47,"Wang, Hao",CHN,2695,1989
48,"Hammer, Jon Ludvig",NOR,2695,1990
49,"Rublevsky, Sergei",RUS,2692,1974
50,"Ragger, Markus",AUT,2689,1988
51,"Malakhov, Vladimir",RUS,2687,1980
52,"Howell, David W L",ENG,2685,1990
53,"Rodshtein, Maxim",ISR,2685,1989
54,"Almasi, Zoltan",HUN,2684,1976
55,"Short, Nigel D",ENG,2684,1965
56,"Granda Zuniga, Julio E",PER,2683,1967
57,"Morozevich, Alexander",RUS,2683,1977
58,"Matlakov, Maxim",RUS,2682,1991
59,"Cheparinov, Ivan",BUL,2682,1986
60,"Kovalenko, Igor",LAT,2680,1988
61,"Nisipeanu, Liviu-Dieter",GER,2679,1976
62,"Inarkiev, Ernesto",RUS,2676,1985
63,"Vallejo Pons, Francisco",ESP,2675,1982
64,"Bareev, Evgeny",CAN,2675,1966
65,"Najer, Evgeniy",RUS,2674,1977
66,"Artemiev, Vladislav",RUS,2673,1998
67,"Moiseenko, Alexander",UKR,2673,1980
68,"Hou, Yifan",CHN,2673,1994
69,"Jobava, Baadur",GEO,2673,1983
70,"Areshchenko, Alexander",UKR,2671,1986
71,"McShane, Luke J",ENG,2671,1984
72,"Shirov, Alexei",LAT,2671,1972
73,"Postny, Evgeny",ISR,2670,1981
74,"Lysyj, Igor",RUS,2668,1987
75,"Sjugirov, Sanan",RUS,2667,1993
76,"Bruzon Batista, Lazaro",CUB,2666,1982
77,"Kamsky, Gata",USA,2665,1974
78,"Ivanisevic, Ivan",SRB,2665,1977
79,"Amin, Bassem",EGY,2665,1988
80,"Fedoseev, Vladimir",RUS,2664,1995
81,"Swiercz, Dariusz",POL,2664,1994
82,"Laznicka, Viktor",CZE,2664,1988
83,"Negi, Parimarjan",IND,2664,1993
84,"Onischuk, Alexander",USA,2664,1975
85,"Sadler, Matthew D",ENG,2662,1974
86,"Zvjaginsev, Vadim",RUS,2662,1976
87,"Duda, Jan-Krzysztof",POL,2660,1998
88,"Ganguly, Surya Shekhar",IND,2660,1983
89,"Meier, Georg",GER,2660,1987
90,"Tkachiev, Vladislav",FRA,2660,1973
91,"Robson, Ray",USA,2659,1994
92,"Bukavshin, Ivan",RUS,2658,1995
93,"Smirin, Ilia",ISR,2658,1968
94,"Efimenko, Zahar",UKR,2656,1985
95,"Akopian, Vladimir",ARM,2656,1971
96,"Motylev, Alexander",RUS,2656,1979
97,"Movsesian, Sergei",ARM,2655,1978
98,"Zhigalko, Sergei",BLR,2655,1989
99,"Bologan, Viktor",MDA,2654,1971
100,"Adhiban, B.",IND,2653,1992
101,"Safarli, Eltaj",AZE,2653,1992
1,"Carlsen, Magnus",NOR,2844,1990
2,"Kramnik, Vladimir",RUS,2801,1975
3,"Giri, Anish",NED,2798,1994
4,"Aronian, Levon",ARM,2792,1982
5,"Caruana, Fabiano",USA,2787,1992
6,"Nakamura, Hikaru",USA,2787,1987
7,"Vachier-Lagrave, Maxime",FRA,2785,1990
8,"Anand, Viswanathan",IND,2784,1969
9,"Topalov, Veselin",BUL,2780,1975
10,"So, Wesley",USA,2773,1993
11,"Karjakin, Sergey",RUS,2769,1990
12,"Ding, Liren",CHN,2766,1992
13,"Eljanov, Pavel",UKR,2760,1983
14,"Harikrishna, P.",IND,2753,1986
15,"Grischuk, Alexander",RUS,2752,1983
16,"Li, Chao b",CHN,2751,1989
17,"Svidler, Peter",RUS,2751,1976
18,"Mamedyarov, Shakhriyar",AZE,2747,1985
19,"Yu, Yangyi",CHN,2747,1994
20,"Adams, Michael",ENG,2744,1971
21,"Gelfand, Boris",ISR,2735,1968
22,"Navara, David",CZE,2734,1985
23,"Andreikin, Dmitry",RUS,2732,1990
24,"Dominguez Perez, Leinier",CUB,2732,1983
25,"Jakovenko, Dmitry",RUS,2732,1983
26,"Tomashevsky, Evgeny",RUS,2728,1987
27,"Wojtaszek, Radoslaw",POL,2727,1987
28,"Radjabov, Teimour",AZE,2726,1987
29,"Bu, Xiangzhi",CHN,2724,1985
30,"Rapport, Richard",HUN,2721,1996
31,"Vitiugov, Nikita",RUS,2721,1987
32,"Wang, Yue",CHN,2718,1987
33,"Wang, Hao",CHN,2717,1989
34,"Ponomariov, Ruslan",UKR,2712,1983
35,"Ivanchuk, Vassily",UKR,2710,1969
36,"Korobov, Anton",UKR,2710,1985
37,"Le, Quang Liem",VIE,2709,1991
38,"Rodshtein, Maxim",ISR,2708,1989
39,"Wei, Yi",CHN,2706,1999
40,"Hammer, Jon Ludvig",NOR,2705,1990
41,"Leko, Peter",HUN,2705,1979
42,"Kasimdzhanov, Rustam",UZB,2704,1979
43,"Nepomniachtchi, Ian",RUS,2704,1990
44,"Naiditsch, Arkadij",AZE,2702,1985
45,"Sargissian, Gabriel",ARM,2702,1983
46,"Fressinet, Laurent",FRA,2700,1981
47,"Bacrot, Etienne",FRA,2697,1983
48,"Ni, Hua",CHN,2697,1983
49,"Kryvoruchko, Yuriy",UKR,2694,1986
50,"Rublevsky, Sergei",RUS,2692,1974
51,"Granda Zuniga, Julio E",PER,2688,1967
52,"Malakhov, Vladimir",RUS,2687,1980
53,"Howell, David W L",ENG,2685,1990
54,"Shirov, Alexei",LAT,2684,1972
55,"Cheparinov, Ivan",BUL,2684,1986
56,"Short, Nigel D",ENG,2684,1965
57,"Almasi, Zoltan",HUN,2684,1976
58,"Morozevich, Alexander",RUS,2683,1977
59,"Ragger, Markus",AUT,2682,1988
60,"Matlakov, Maxim",RUS,2682,1991
61,"Nisipeanu, Liviu-Dieter",GER,2679,1976
62,"Inarkiev, Ernesto",RUS,2676,1985
63,"Areshchenko, Alexander",UKR,2675,1986
64,"Bareev, Evgeny",CAN,2675,1966
65,"Vallejo Pons, Francisco",ESP,2675,1982
66,"Bruzon Batista, Lazaro",CUB,2673,1982
67,"Artemiev, Vladislav",RUS,2673,1998
68,"Hou, Yifan",CHN,2673,1994
69,"Jobava, Baadur",GEO,2673,1983
70,"Moiseenko, Alexander",UKR,2673,1980
71,"Najer, Evgeniy",RUS,2672,1977
72,"McShane, Luke J",ENG,2671,1984
73,"Postny, Evgeny",ISR,2668,1981
74,"Lysyj, Igor",RUS,2668,1987
75,"Kamsky, Gata",USA,2667,1974
76,"Kovalenko, Igor",LAT,2667,1988
77,"Sjugirov, Sanan",RUS,2667,1993
78,"Ivanisevic, Ivan",SRB,2665,1977
79,"Laznicka, Viktor",CZE,2664,1988
80,"Swiercz, Dariusz",POL,2664,1994
81,"Fedoseev, Vladimir",RUS,2664,1995
82,"Negi, Parimarjan",IND,2664,1993
83,"Onischuk, Alexander",USA,2664,1975
84,"Efimenko, Zahar",UKR,2663,1985
85,"Robson, Ray",USA,2663,1994
86,"Sadler, Matthew D",ENG,2662,1974
87,"Zvjaginsev, Vadim",RUS,2662,1976
88,"Duda, Jan-Krzysztof",POL,2660,1998
89,"Ganguly, Surya Shekhar",IND,2660,1983
90,"Meier, Georg",GER,2660,1987
91,"Tkachiev, Vladislav",FRA,2660,1973
92,"Smirin, Ilia",ISR,2658,1968
93,"Bukavshin, Ivan",RUS,2658,1995
94,"Akopian, Vladimir",ARM,2656,1971
95,"Amin, Bassem",EGY,2655,1988
96,"Motylev, Alexander",RUS,2655,1979
97,"Bologan, Viktor",MDA,2654,1971
98,"Movsesian, Sergei",ARM,2653,1978
